:ID,:LABEL,text
clear_of_top_step_of_any_adjacent_flight_of_steps,quality,clear of top step of any adjacent flight of steps
sink,object,sink
150mm,value,150mm
insulation_to_the_underside,quality,insulation to the underside
prevent_scalding_of_a_wheelchair_users_legs,quality,prevent scalding of a wheelchair users legs
as_shallow_as_the_site_permits,quality,as shallow as the site permits
private,quality,private
radiator,object,radiator
towel_rail,object,towel rail
clear_of_all_access_zones,quality,clear of all access zones
Taps,object,Taps
lever_operated,quality,lever operated
capable_of_easy_operation,quality,capable of easy operation
ambulant,quality,ambulant
disabled_person,object,disabled person
able_to_move_within___and_between___storeys,quality,"able to move within , and between , storeys"
close_to_an_accessible_bathroom_suitable_for_a_wheelchair_user,quality,close to an accessible bathroom suitable for a wheelchair user
accessible_to_a_wheelchair_user,quality,accessible to a wheelchair user
worktop,object,worktop
one_side,property,one side
oven,object,oven
fridge,object,fridge
fridge_freezer,object,fridge freezer
taller_than_the_worktop_height,quality,taller than the worktop height
pair_of,quality,pair of
tall,quality,tall
appliances,object,appliances
located_together_at_the_end_of_a_run,quality,located together at the end of a run
minimum_except_where_noted,quality,minimum except where noted
easy_to_install_a_lift,quality,easy to install a lift
rise_between_landings,property,rise between landings
suitable_for_a_wheelchair,quality,suitable for a wheelchair
powered_opening,quality,powered opening
avoid_the_need_for_the_300mm_access_space_adjacent_to_the_leading_edge_of_the_door,quality,avoid the need for the 300mm access space adjacent to the leading edge of the door
Main,quality,Main
distribution_routes,object,distribution routes
through_vertical_risers,quality,through vertical risers
minimise_heat_gains_into_common_spaces,quality,minimise heat gains into common spaces
Wheelchair_users,object,Wheelchair users
able_to_manoeuvre_around,quality,able to manoeuvre around
use_the_facilities_in_the_room,quality,use the facilities in the room
operate_switches_and_controls,quality,operate switches and controls
building_complexes,object,building complexes
retail_parks,object,retail parks
sports_centres,object,sports centres
unisex,quality,unisex
toilet,object,toilet
capable_of_including_an_adult_changing_table,quality,capable of including an adult changing table
shut_all_the_time,quality,shut all the time
available_to_everybody,quality,available to everybody
designed_for_wheelchair_users___ambulant_disabled_people___people_of_either_sex_with_babies_and_small_children_or_people_encumbered_by_luggage,quality,"designed for wheelchair users , ambulant disabled people , people of either sex with babies and small children or people encumbered by luggage"
At_night,quality,At night
patio_doors,object,patio doors
balcony_doors,object,balcony doors
modelled_as_closed,quality,modelled as closed
Refreshment_facilities,object,Refreshment facilities
restaurants,object,restaurants
bars,object,bars
they_can_be_reached_and_used_by_all_people_independently_or_with_companions,quality,they can be reached and used by all people independently or with companions
installing_a_fold_down_table,quality,installing a fold-down table
no_less_advantageously_situated_than_other_bedrooms,quality,no less advantageously situated than other bedrooms
Changing_places_toilets,quality,Changing places toilets
facilities_designed_for_individuals_with_complex_and_multiple_impairments_who_may_require_the_assistance_of_up_to_two_assistants,quality,facilities designed for individuals with complex and multiple impairments who may require the assistance of up to two assistants
separate_sex,quality,separate-sex
toileting_facilities,object,toileting facilities
baby_changing_facilities,object,baby changing facilities
Uplighters,object,Uplighters
mounted_at_low_or_floor_level,quality,mounted at low or floor level
disorientate_some_visually_impaired_people,quality,disorientate some visually impaired people
avoided,quality,avoided
Capacities,property,Capacities
derived_from_the_combined_total_of_a_buildings_publicly_accessible_facilities,quality,derived from the combined total of a buildings publicly accessible facilities
residential_unit,object,residential unit
shared,quality,shared
communal_room,object,communal room
common_space,object,common space
categorised_separately,quality,categorised separately
able_to_reach_all_the_facilities_available_within_the_building,quality,able to reach all the facilities available within the building
Artificial,quality,Artificial
designed_to_give_good_colour_rendering_of_all_surfaces___without_creating_glare_or_pools_of_bright_light_and_strong_shadows,quality,"designed to give good colour rendering of all surfaces , without creating glare or pools of bright light and strong shadows"
able_to_locate_a_control___know_which_setting_it_is_on_and_use_it_without_inadvertently_changing_its_setting,quality,"able to locate a control , know which setting it is on and use it without inadvertently changing its setting"
installing_a_chemical_sanitary_waste_disposal_unit,quality,installing a chemical sanitary waste disposal unit
WC_accommodation,object,WC accommodation
internal_temperature,property,internal temperature
23C,value,23C
at_11pm,quality,at 11pm
demonstrates_that_the_residential_building_passes_CIBSEs_TM59_assessment_of_overheating,quality,demonstrates that the residential building passes CIBSEs TM59 assessment of overheating
Standard,quality,Standard
WC_compartments,object,WC compartments
have_a_minimum_manoeuvring_space_clear_of_any_door_swing,quality,have a minimum manoeuvring space clear of any door swing
meet_or_exceed_the_free_area_of_the_opening,quality,meet or exceed the free area of the opening
type_and_quality,property,type and quality
public_address,object,public address
hearing_enhancement,object,hearing enhancement
telephone_systems,object,telephone systems
chosen_carefully_to_ensure_intelligibility,quality,chosen carefully to ensure intelligibility
sufficiently_spacious_to_enable_a_wheelchair_user_to_transfer_to_one_side_of_a_bed___with_or_without_assistance,quality,"sufficiently spacious to enable a wheelchair user to transfer to one side of a bed , with or without assistance"
WCs___for_women__,object,WCs ( for women )
urinals___for_men__,object,urinals ( for men )
some,quality,some
at_least_twice_as_many,quality,at least twice as many
contains_both_living_accommodation_and_space_for_commercial_purposes,quality,contains both living accommodation and space for commercial purposes
treated_as_a_residential_building___as_long_as_the_commercial_part_canrevert_to_residential_use,quality,"treated as a residential building , as long as the commercial part canrevert to residential use"
low_level,quality,low level
urinal,object,urinal
for_children,quality,for children
male_washrooms,object,male washrooms
WC_compartment_doors,object,WC compartment doors
shower_rooms,object,shower rooms
have_an_emergency_release_mechanism_so_that_they_are_capable_of_being_opened_outwards___from_the_outside___in_case_of_emergency,quality,"have an emergency release mechanism so that they are capable of being opened outwards , from the outside , in case of emergency"
fitted_with_support_rails,quality,fitted with support rails
include_a_minimum_activity_space_to_accommodate_people_who_use_crutches___or_otherwise_have_impaired_leg_movements,quality,"include a minimum activity space to accommodate people who use crutches , or otherwise have impaired leg movements"
disabled,quality,disabled
able_to_wash_or_bathe_either_independently_or_with_assistance_from_others,quality,able to wash or bathe either independently or with assistance from others
able_to_approach___transfer_to_and_use_the_sanitary_facilities_provided_within_a_building,quality,"able to approach , transfer to and use the sanitary facilities provided within a building"
method,object,method
to_reduce_overheating_risk_in_residential_buildings,quality,to reduce overheating risk in residential buildings
comply_with_all_other_parts_of_the_Building_Regulations,quality,comply with all other parts of the Building Regulations
public_areas,object,public areas
lavatory,quality,lavatory
telephones,object,telephones
terraces,object,terraces
danger,object,danger
adjacent,quality,adjacent
induction_loop_system,object,induction loop system
the_signals_may_overlap,quality,the signals may overlap
clothes_shops,object,clothes shops
recommended_for_an_individual_changing_cubicle,quality,recommended for an individual changing cubicle
sports,quality,sports
provided,quality,provided
WC_cubicle,quality,WC cubicle
operable_by_people_with_limited_strength_or_manual_dexterity,quality,operable by people with limited strength or manual dexterity
cubicles,object,cubicles
capable_of_being_opened_if_a_person_has_collapsed_against_them_while_inside_the_cubicle,quality,capable of being opened if a person has collapsed against them while inside the cubicle
toilet_washroom,object,toilet washroom
accessed_by_wheelchair_users,quality,accessed by wheelchair users
possible_for_them_to_use_both_a_urinal___where_appropriate___and_a_washbasin_at_a_lower_height_than_is_provided_for_other_users,quality,"possible for them to use both a urinal , where appropriate , and a washbasin at a lower height than is provided for other users"
constructed_to_meet_requirement_O1_using_passive_means_as_far_as_reasonably_practicable,quality,constructed to meet requirement O1 using passive means as far as reasonably practicable
facility,object,facility
divided_into_distinct_wet_and_dry_areas,quality,divided into distinct wet and dry areas
glare_and_reflections,property,glare and reflections
shiny,quality,shiny
repeating,quality,repeating
patterns,property,patterns
avoided_in_spaces_where_visual_acuity_is_critical_as_they_will_hamper_communication_for_people_with_impaired_vision___and_those_who_lip_read_or_use_sign_language,quality,"avoided in spaces where visual acuity is critical as they will hamper communication for people with impaired vision , and those who lip read or use sign language"
absorption_chillers,object,absorption chillers
used_in_conjunction_with_onsite_CHP_or_a_district_heat_network_or_community_heating_system,quality,used in conjunction with onsite CHP or a district heat network or community heating system
calculated_in_the_same_way_as_when_using_CHP_for_heating,quality,calculated in the same way as when using CHP for heating
Supply_temperature_control,object,Supply temperature control
provided_via_a_variable_set_point_with_outdoor_temperature_compensation,quality,provided via a variable set point with outdoor temperature compensation
Air_handling_units,object,Air handling units
made_and_assembled_so_as_to_be_reasonably_airtight,quality,made and assembled so as to be reasonably airtight
Timing_and_temperature_demand_control,object,Timing and temperature demand control
total,quality,total
system_output,object,system output
made_up_of_three_equally_sized_boilers,quality,made up of three equally sized boilers
15__,value,15 %
lead_boiler,object,lead boiler
operating_at_45___of_its_rated_output_with_the_other_two_boilers_switched_off,quality,operating at 45 % of its rated output with the other two boilers switched off
split_into_different_heating_zones_and_each_zone_should_have_separate_controls_for_timing_and_temperature_demand,quality,split into different heating zones and each zone should have separate controls for timing and temperature demand
efficiencies,property,efficiencies
boiler_efficiency,property,boiler efficiency
30___load,value,30 % load
connected_to_a_new_building,quality,connected to a new building
delivered_heat_to_the_building_which_is_greater_than_0_350kgCO2_kWh,quality,delivered heat to the building which is greater than 0.350kgCO2/kWh
Ventilation_ductwork,object,Ventilation ductwork
be_wired_so_that_when_there_is_no_demand_for_space_heating_or_hot_water___the_heating_appliance___if_appropriate___and_pump_are_switched_off,quality,"be wired so that when there is no demand for space heating or hot water , the heating appliance , if appropriate , and pump are switched off"
boilers,object,boilers
used_in_the_calculation___including_any_that_are_identical,quality,"used in the calculation , including any that are identical"
rated_output,property,rated output
assessed_based_on_the_final_installed_capacity_of_the_heating_or_air_conditioning_system,quality,assessed based on the final installed capacity of the heating or air-conditioning system
on_site_electricity_generation,object,on-site electricity generation
storage,object,storage
be_an_appropriate_size_for_the_site___available_infrastructure_and_on_site_energy_demand,quality,"be an appropriate size for the site , available infrastructure and on-site energy demand"
heated_through_a_district_heat_network_or_community_heating_system,quality,heated through a district heat network or community heating system
based_on_the_capacity_of_the_equipment_installed_in_the_building,quality,based on the capacity of the equipment installed in the building
Display_lighting,object,Display lighting
controlled_on_dedicated_circuits_that_can_be_switched_separately_from_those_for_lighting_provided_for_general_illuminance,quality,controlled on dedicated circuits that can be switched separately from those for lighting provided for general illuminance
Manual_control,property,Manual control
heat_release,object,heat release
be_possible,quality,be possible
district_cooling_schemes,object,district cooling schemes
CO2,property,CO2
primary_energy_content,property,primary energy content
cooling_energy,object,cooling energy
supplied,quality,supplied
Non_condensing,quality,Non-condensing
fitted_with_a_flue_condensing_kit_where_feasible_and_where_the_boiler_is_likely_to_be_able_to_operate_in_condensing_mode,quality,fitted with a flue condensing kit where feasible and where the boiler is likely to be able to operate in condensing mode
have_the_ability_to_use_free_cooling_or_heat_recovery,quality,have the ability to use free cooling or heat recovery
SEER,property,SEER
derived_for_the_specific_application___including_free_cooling_or_heat_recovery_elements,quality,"derived for the specific application , including free cooling or heat recovery elements"
specified_and_installed_according_to_the_manufacturers_instructions_to_ensure_the_overall_performance_of_the_system_meets_a_reasonable_standard,quality,specified and installed according to the manufacturers instructions to ensure the overall performance of the system meets a reasonable standard
building_automation_and_control_system,object,building automation and control system
control_capabilities,property,control capabilities
appropriate_for_the_building___its_expected_usage_and_the_building_services_specification,quality,"appropriate for the building , its expected usage and the building services specification"
Equipment,object,Equipment
specified,quality,specified
installed_with_the_aim_of_maximising_its_efficiency_as_installed,quality,installed with the aim of maximising its efficiency as installed
Manual_reset,object,Manual reset
be_possible_if_there_is_an_over_temperature_trip,quality,be possible if there is an over-temperature trip
electric_storage_heaters,object,electric storage heaters
adjusted_automatically___based_on_the_internal_air_temperature,quality,"adjusted automatically , based on the internal air temperature"
Air_handling_systems,object,Air handling systems
capable_of_achieving_a_specific_fan_power___SFP___at_25_of_design_flow_rate_no_greater_than_the_SFP_achieved_at_100_design_flow_rate,quality,capable of achieving a specific fan power ( SFP ) at 25 of design flow rate no greater than the SFP achieved at 100 design flow rate
Lighting,object,Lighting
designed_based_on_CIBSEs_SLL_Lighting_Handbook_or_an_equivalent_design_guide,quality,designed based on CIBSEs SLL Lighting Handbook or an equivalent design guide
space_heating_or_airconditioning_system,object,space heating or airconditioning system
effective_rated_output,property,effective rated output
180kW,value,180kW
Multiple,quality,Multiple
cooling_units,object,cooling units
provided_with_controls_that_ensure_that_the_combined_plant_operates_in_its_most_efficient_modes,quality,provided with controls that ensure that the combined plant operates in its most efficient modes
electricity_generation,object,electricity generation
automated,quality,automated
support_the_design_of_the_system_and_the_intended_use,quality,support the design of the system and the intended use
load_EER,property,load EER
0_7,value,0.7
variable,quality,variable
volume_systems,object,volume systems
speed_glandless_circulators,object,speed glandless circulators
refrigerant_flow___VRF___systems,object,refrigerant flow ( VRF ) systems
any,quality,any
calculations,property,calculations
indoor_and_outdoor_conditions,property,indoor and outdoor conditions
power_input_from_controls,property,power input from controls
indoor_units,property,indoor units
Gasfired_boilers,object,Gasfired boilers
multi_stage_oilfired_boilers,object,multi-stage oilfired boilers
output,property,output
500kW,value,500kW
fully_modulating_burner_controls,quality,fully modulating burner controls
water_pump,object,water pump
used_on_a_closed_loop_circuit,quality,used on a closed loop circuit
motor,object,motor
is_rated_at_more_than_750W,quality,is rated at more than 750W
fitted_with_or_controlled_by_an_appropriate_variable_speed_controller_on_any_variable_volume_system,quality,fitted with or controlled by an appropriate variable speed controller on any variable volume system
Linear_interpolation,object,Linear interpolation
manufacturers_declared_efficiencies,property,manufacturers declared efficiencies
30,value,30
100,value,100
Fans,object,Fans
air_distribution,property,air distribution
that_are_rated_at_more_than_1100W,quality,that are rated at more than 1100W
fitted_with_variable_speed_drives,quality,fitted with variable speed drives
automated___with_manual_override__,quality,automated ( with manual override )
power_requirements,property,power requirements
essential,quality,essential
life_safety,object,life safety
that_provide_supply_and_extract_ventilation,quality,that provide supply and extract ventilation
fitted_with_a_heat_recovery_system_where_technically_feasible,quality,fitted with a heat recovery system where technically feasible
Public_Health_Englands_Indoor_Air_Quality_Guidelines,object,Public Health Englands Indoor Air Quality Guidelines
Selected_Volatile_Organic_Compounds___VOCs___in_the_UK,quality,Selected Volatile Organic Compounds ( VOCs ) in the UK
extension,object,extension
30m2,value,30m2
other_than_dwellings,quality,other than dwellings
provided_in_a_new_or_existing_building_log_book,quality,provided in a new or existing building log book
given_to_the_building_control_body_of_the_calculations,quality,given to the building control body of the calculations
Glazing,object,Glazing
with_which_people_are_likely_to_come_into_contact_whilst_moving_in_or_about_the_building,quality,with which people are likely to come into contact whilst moving in or about the building
broken_on_impact,quality,broken on impact
break_in_a_way_which_is_unlikely_to_cause_injury,quality,break in a way which is unlikely to cause injury
resist_impact_without_breaking,quality,resist impact without breaking
be_shielded_or_protected_from_impact,quality,be shielded or protected from impact
floor_level,object,floor level
steeper,quality,steeper
designed_as_a_ramp,quality,designed as a ramp
full_height_structural,quality,full-height structural
guarding,object,guarding
second___lower__,quality,second ( lower )
from_the_pitch_line_of_the_steps___or_the_surface_of_the_ramp___to_the_top_of_the_second___lower___handrail,quality,from the pitch line of the steps ( or the surface of the ramp ) to the top of the second ( lower ) handrail
commissioning_sheet,object,commissioning sheet
given_to_the_owner_of_the_building,quality,given to the owner of the building
Provision,object,Provision
made_to_ensure_a_clear_view_of_the_space_on_either_side_of_a_swing_door_or_gate,quality,made to ensure a clear view of the space on either side of a swing door or gate
made,quality,made
skylights,object,skylights
transparent,quality,transparent
translucent,quality,translucent
ceilings,object,ceilings
be_safely_accessible_for_cleaning,quality,be safely accessible for cleaning
Windows___skylights_and_ventilators,object,"Windows , skylights and ventilators"
which_can_be_opened_by_people_in_or_about_the_building,quality,which can be opened by people in or about the building
constructed_or_equipped_that_they_may_be_opened___closed_or_adjusted_safely,quality,"constructed or equipped that they may be opened , closed or adjusted safely"
frequency,property,frequency
measurements,object,measurements
sufficient_to_ensure_that_changes_in_the_use_of_the_room_or_space_throughout_the_day_are_represented_in_the_readings,quality,sufficient to ensure that changes in the use of the room or space throughout the day are represented in the readings
allow_fresh_air_into_the_building,quality,allow fresh air into the building
made_for_powered_doors_and_gates_to_be_opened_in_the_event_of_a_power_failure,quality,made for powered doors and gates to be opened in the event of a power failure
twice_the_rise_plus_the_going___2R_G__,value,twice the rise plus the going ( 2R G )
between_550mm_and_700mm,value,between 550mm and 700mm
supply_rate,object,supply rate
in_the_absence_of_tobacco_smoke_or_other_excessive_pollutants,quality,in the absence of tobacco smoke or other excessive pollutants
10_litres_per_second_per_person,value,10 litres per second per person
sliding,quality,sliding
stop,object,stop
other_effective,quality,other effective
to_prevent_them_coming_off_the_end_of_the_track,quality,to prevent them coming off the end of the track
retaining_rail,object,retaining rail
to_prevent_doors_and_gates_falling_if_the_suspension_system_fails_or_the_rollers_leave_the_track,quality,to prevent doors and gates falling if the suspension system fails or the rollers leave the track
substantial_proportion,object,substantial proportion
assessed_on_a_case_by_case_basis_by_the_building_control_body,quality,assessed on a case-by-case basis by the building control body
Gangways,object,Gangways
unless_used_by_not_more_than_50_persons,quality,unless used by not more than 50 persons
gangways,object,gangways
Extract,property,Extract
extract_fan,object,extract fan
acentral_system,object,acentral system
access_areas,object,access areas
that_contain_flats,quality,that contain flats
all,quality,all
escape_routes,object,escape routes
headroom,property,headroom
except_in_doorways,quality,except in doorways
close_to_an_area_of_sustained_and_loud_noise___e_g___a_main_road__,quality,close to an area of sustained and loud noise ( e.g . a main road )
noise_attenuating,quality,noise attenuating
background_ventilator,object,background ventilator
fitted,quality,fitted
no_visible,quality,no visible
mould,object,mould
inner_surfaces,property,inner surfaces
properly_heated,quality,properly heated
with_typical_moisture_generation,quality,with typical moisture generation
CO2_measurements,object,CO2 measurements
used_as_a_broad_guide_to_ventilation_within_a_space___rather_than_treated_as_safe_thresholds,quality,"used as a broad guide to ventilation within a space , rather than treated as safe thresholds"
Special,quality,Special
not_necessary,quality,not necessary
ladder,object,ladder
6m,value,6m
Monitors,object,Monitors
positioned_at_least_500mm_away_from_room_occupants,quality,positioned at least 500mm away from room occupants
Manual,quality,Manual
where_provided,quality,where provided
within_reasonable_reach_of_the_occupants,quality,within reasonable reach of the occupants
provided_by_natural_means___e_g___an_openable_window___ormechanical_means___e_g___a_fan__,quality,provided by natural means ( e.g . an openable window ) ormechanical means ( e.g . a fan )
considered_to_be_part_of_the_ventilation_provision_of_a_building,quality,considered to be part of the ventilation provision of a building
Instantaneous,quality,Instantaneous
snapshot,quality,snapshot
CO2_readings,object,CO2 readings
misleading,quality,misleading
several,quality,several
taken_throughout_the_day,quality,taken throughout the day
tier,object,tier
uninterrupted_by_cross_gangways,quality,uninterrupted by cross-gangways
Stairs,object,Stairs
ladders,object,ladders
designed___constructed_and_installed_as_to_be_safe_for_people_moving_between_different_levels_in_or_about_the_building,quality,"designed , constructed and installed as to be safe for people moving between different levels in or about the building"
Length,property,Length
made_to_prevent_people_moving_in_or_about_the_building_from_colliding_with_open_windows___skylights_or_ventilators,quality,"made to prevent people moving in or about the building from colliding with open windows , skylights or ventilators"
tapered,quality,tapered
that_are_part_of_the_building,quality,that are part of the building
step,property,step
280mm,value,280mm
made_to_prevent,quality,made to prevent
door_or_gate,object,door or gate
which_slides_or_opens_upwards,quality,which slides or opens upwards
from_falling_onto_any_person,quality,from falling onto any person
which_is_powered,quality,which is powered
from_trapping_any_person,quality,from trapping any person
storm_water_sewers,object,storm water sewers
condensation_insulation,quality,condensation insulation
oil_and_grease_separators,object,oil and grease separators
filling_alarm,object,filling alarm
Level_differences,property,Level differences
equipped_with_an_appropriate_safety_barrier___railing_or_handrail,quality,"equipped with an appropriate safety barrier , railing or handrail"
indoor_steps,object,indoor steps
dwelling_units,object,dwelling units
living_quarters,object,living quarters
190_millimetres,value,190 millimetres
250_millimetres,value,250 millimetres
pass_between_the_stair_steps,quality,pass between the stair steps
gap,object,gap
ten_millimetres,value,ten millimetres
indoor_areas,object,indoor areas
0_9_metres,value,0.9 metres
drop,property,drop
three_metres,value,three metres
residential_block_of_flats,object,residential block of flats
natural_light,property,natural light
intermediate_landing,property,intermediate landing
guardrail,object,guardrail
accessed_by_children,quality,accessed by children
sewerage_system,object,sewerage system
easy_to_handle,quality,easy to handle
lockable_in_both_horizontal_and_vertical_sewers,quality,lockable in both horizontal and vertical sewers
not_be_slippery,quality,not be slippery
entrance_halls,object,entrance halls
administrative___service_and_business_premises,object,"administrative , service and business premises"
sand,object,sand
sludge,object,sludge
grease,object,grease
petrol,object,petrol
oil,object,oil
detrimental_physical_or_chemical_substances,object,detrimental physical or chemical substances
end_up_in_the_sewerage_system_or_network_or_in_the_environment,quality,end up in the sewerage system or network or in the environment
separator_or_treatment_device,object,separator or treatment device
one_metre,value,one metre
six_metres,value,six metres
continue_onto_the_intermediate_landing_without_interruption,quality,continue onto the intermediate landing without interruption
length,property,length
reserved_in_front_of_and_behind_a_door_located_in_an_exit_route,quality,reserved in front of and behind a door located in an exit route
sewers,object,sewers
identifiable,quality,identifiable
located_separate_from_one_another,quality,located separate from one another
200_millimetres,value,200 millimetres
pass_between_the_upper_edge_of_the_barrier_and_the_protective_part,quality,pass between the upper edge of the barrier and the protective part
Ramps,object,Ramps
thresholds,property,thresholds
differences,property,differences
levels,object,levels
clearly_indicated_using_lighting_and_surface_brightness_contrasts_or_warning_signs,quality,clearly indicated using lighting and surface brightness contrasts or warning signs
